date,product_id,sales,quantity,price,category,revenue,day_of_week,month
2020-06-02,Product_1,443.58,32,93.1,Clothing,14194.56,Tuesday,June
2020-06-03,Product_1,423.93,31,39.96,Books,13141.83,Wednesday,June
2020-06-04,Product_1,417.79,30,60.17,Toys,12533.7,Thursday,June
2020-06-05,Product_1,454.73,33,20.58,Clothing,15006.09,Friday,June
2020-06-06,Product_1,415.26,30,45.85,Electronics,12457.8,Saturday,June
2020-06-07,Product_1,438.41,32,51.56,Clothing,14029.12,Sunday,June
2020-06-08,Product_1,391.0,28,21.06,Clothing,10948.0,Monday,June
2020-06-09,Product_1,395.23,28,91.14,Electronics,11066.44,Tuesday,June
2020-06-10,Product_1,448.04,32,53.44,Clothing,14337.28,Wednesday,June
2020-06-11,Product_1,447.23,32,43.65,Food,14311.36,Thursday,June
2020-06-12,Product_1,456.12,33,76.13,Books,15051.960000000001,Friday,June
2020-06-13,Product_1,427.23,31,83.04,Books,13244.130000000001,Saturday,June
2020-06-14,Product_1,385.28,28,32.73,Books,10787.84,Sunday,June
2020-06-15,Product_1,468.7,34,67.8,Clothing,15935.8,Monday,June
2020-06-16,Product_1,386.78,28,29.72,Toys,10829.84,Tuesday,June
2020-06-17,Product_1,461.19,33,47.1,Electronics,15219.27,Wednesday,June
2020-06-18,Product_1,445.47,32,51.11,Books,14255.04,Thursday,June
2020-06-19,Product_1,444.24,32,63.46,Toys,14215.68,Friday,June
2020-06-20,Product_1,415.62,30,78.69,Toys,12468.6,Saturday,June
2020-06-21,Product_1,463.41,33,88.46,Electronics,15292.53,Sunday,June
2020-06-22,Product_1,412.19,30,82.99,Food,12365.7,Monday,June
2020-06-23,Product_1,398.84,29,84.56,Books,11566.359999999999,Tuesday,June
2020-06-24,Product_1,490.51,35,62.36,Food,17167.85,Wednesday,June
2020-06-25,Product_1,451.73,33,48.06,Clothing,14907.09,Thursday,June
2020-06-26,Product_1,464.04,34,46.51,Electronics,15777.36,Friday,June
2020-06-27,Product_1,409.47,30,25.2,Clothing,12284.1,Saturday,June
2020-06-28,Product_1,385.66,28,21.07,Toys,10798.480000000001,Sunday,June
2020-06-29,Product_1,401.18,29,55.66,Food,11634.22,Monday,June
2020-06-30,Product_1,389.7,28,96.33,Clothing,10911.6,Tuesday,June
2020-07-01,Product_1,481.5,35,96.94,Toys,16852.5,Wednesday,July
2020-07-02,Product_1,414.19,30,53.67,Books,12425.7,Thursday,July
2020-07-03,Product_1,425.46,31,49.89,Books,13189.26,Friday,July
2020-07-04,Product_1,420.25,30,78.28,Food,12607.5,Saturday,July
2020-07-05,Product_1,428.88,31,42.68,Electronics,13295.28,Sunday,July
2020-07-06,Product_1,422.5,30,21.05,Books,12675.0,Monday,July
2020-07-07,Product_1,414.12,30,93.71,Electronics,12423.6,Tuesday,July
2020-07-08,Product_1,363.5,26,99.27,Books,9451.0,Wednesday,July
2020-07-09,Product_1,397.27,29,56.25,Electronics,11520.83,Thursday,July
2020-07-10,Product_1,438.61,32,56.23,Clothing,14035.52,Friday,July
2020-07-11,Product_1,432.22,31,51.1,Electronics,13398.820000000002,Saturday,July
2020-07-12,Product_1,431.6,31,79.48,Food,13379.6,Sunday,July
2020-07-13,Product_1,418.99,30,78.21,Food,12569.7,Monday,July
2020-07-14,Product_1,376.57,27,41.61,Books,10167.39,Tuesday,July
2020-07-15,Product_1,372.49,27,86.93,Food,10057.23,Wednesday,July
2020-07-16,Product_1,394.52,28,89.34,Clothing,11046.56,Thursday,July
2020-07-17,Product_1,401.95,29,43.16,Electronics,11656.55,Friday,July
2020-07-18,Product_1,389.97,28,81.8,Clothing,10919.16,Saturday,July
2020-07-19,Product_1,422.99,31,35.07,Electronics,13112.69,Sunday,July
2020-07-20,Product_1,344.52,25,50.24,Food,8613.0,Monday,July
2020-07-21,Product_1,358.52,26,31.67,Clothing,9321.52,Tuesday,July
2020-07-22,Product_1,394.6,28,97.64,Clothing,11048.800000000001,Wednesday,July
2020-07-23,Product_1,352.17,25,78.58,Food,8804.25,Thursday,July
2020-07-24,Product_1,411.0,30,99.67,Clothing,12330.0,Friday,July
2020-07-25,Product_1,332.24,24,92.51,Clothing,7973.76,Saturday,July
2020-07-26,Product_1,412.25,30,40.0,Books,12367.5,Sunday,July
2020-07-27,Product_1,419.17,30,22.48,Electronics,12575.1,Monday,July
2020-07-28,Product_1,373.22,27,54.17,Electronics,10076.94,Tuesday,July
2020-07-29,Product_1,347.8,25,95.37,Food,8695.0,Wednesday,July
2020-07-30,Product_1,380.01,27,91.76,Books,10260.27,Thursday,July
2020-07-31,Product_1,424.81,31,66.21,Electronics,13169.11,Friday,July
2020-08-01,Product_1,419.46,30,61.76,Toys,12583.8,Saturday,August
2020-08-02,Product_1,366.11,26,37.12,Toys,9518.86,Sunday,August
2020-08-03,Product_1,371.38,27,21.29,Toys,10027.26,Monday,August
2020-08-04,Product_1,353.22,25,67.92,Books,8830.5,Tuesday,August
2020-08-05,Product_1,381.26,27,22.49,Electronics,10294.02,Wednesday,August
2020-08-06,Product_1,411.14,30,96.42,Clothing,12334.199999999999,Thursday,August
2020-08-07,Product_1,374.11,27,85.22,Food,10100.970000000001,Friday,August
2020-08-08,Product_1,360.71,26,46.61,Electronics,9378.46,Saturday,August
2020-08-09,Product_1,372.83,27,47.88,Clothing,10066.41,Sunday,August
2020-08-10,Product_1,351.58,25,87.73,Electronics,8789.5,Monday,August
2020-08-11,Product_1,401.81,29,25.7,Food,11652.49,Tuesday,August
2020-08-12,Product_1,365.19,26,80.41,Food,9494.94,Wednesday,August
2020-08-13,Product_1,366.09,26,25.72,Clothing,9518.34,Thursday,August
2020-08-14,Product_1,409.55,30,58.43,Food,12286.5,Friday,August
2020-08-15,Product_1,399.26,29,72.67,Clothing,11578.539999999999,Saturday,August
2020-08-16,Product_1,323.08,23,42.58,Electronics,7430.839999999999,Sunday,August
2020-08-17,Product_1,349.68,25,67.92,Clothing,8742.0,Monday,August
2020-08-18,Product_1,369.74,27,68.03,Food,9982.98,Tuesday,August
2020-08-19,Product_1,348.75,25,43.44,Clothing,8718.75,Wednesday,August
2020-08-20,Product_1,372.98,27,68.8,Clothing,10070.460000000001,Thursday,August
2020-08-21,Product_1,380.46,27,49.63,Clothing,10272.42,Friday,August
2020-08-22,Product_1,324.78,23,53.81,Food,7469.94,Saturday,August
2020-08-23,Product_1,301.62,22,43.15,Books,6635.64,Sunday,August
2020-08-24,Product_1,351.53,25,49.43,Clothing,8788.25,Monday,August
2020-08-25,Product_1,375.32,27,41.56,Food,10133.64,Tuesday,August
2020-08-26,Product_1,304.7,22,95.92,Clothing,6703.4,Wednesday,August
2020-08-27,Product_1,421.53,30,89.28,Electronics,12645.9,Thursday,August
2020-08-28,Product_1,383.18,28,61.25,Books,10729.04,Friday,August
2020-08-29,Product_1,421.84,30,81.29,Electronics,12655.199999999999,Saturday,August
2020-08-30,Product_1,375.06,27,22.36,Toys,10126.62,Sunday,August
2020-08-31,Product_1,378.52,27,72.49,Food,10220.039999999999,Monday,August
2020-09-01,Product_1,331.4,24,50.65,Books,7953.599999999999,Tuesday,September
2020-09-02,Product_1,372.31,27,35.97,Clothing,10052.37,Wednesday,September
2020-09-03,Product_1,422.61,30,34.76,Food,12678.300000000001,Thursday,September
2020-09-04,Product_1,419.6,30,36.78,Electronics,12588.0,Friday,September
2020-09-05,Product_1,378.65,27,25.64,Toys,10223.55,Saturday,September
2020-09-06,Product_1,360.13,26,84.97,Electronics,9363.38,Sunday,September
2020-09-07,Product_1,304.86,22,29.18,Toys,6706.92,Monday,September
2020-09-08,Product_1,338.85,24,47.6,Electronics,8132.400000000001,Tuesday,September
2020-09-09,Product_1,374.35,27,83.51,Toys,10107.45,Wednesday,September
2020-09-10,Product_1,362.72,26,94.64,Food,9430.720000000001,Thursday,September
2020-09-11,Product_1,399.23,29,85.91,Toys,11577.67,Friday,September
2020-09-12,Product_1,412.96,30,22.23,Electronics,12388.8,Saturday,September
2020-09-13,Product_1,364.2,26,65.11,Toys,9469.199999999999,Sunday,September
2020-09-14,Product_1,344.44,25,94.19,Books,8611.0,Monday,September
2020-09-15,Product_1,383.29,28,82.56,Clothing,10732.12,Tuesday,September
2020-09-16,Product_1,351.09,25,54.34,Books,8777.25,Wednesday,September
2020-09-17,Product_1,398.51,29,41.72,Electronics,11556.789999999999,Thursday,September
2020-09-18,Product_1,413.61,30,53.56,Electronics,12408.300000000001,Friday,September
2020-09-19,Product_1,359.81,26,91.51,Food,9355.06,Saturday,September
2020-09-20,Product_1,329.76,24,64.48,Books,7914.24,Sunday,September
2020-09-21,Product_1,327.55,24,20.02,Books,7861.200000000001,Monday,September
2020-09-22,Product_1,390.55,28,84.43,Books,10935.4,Tuesday,September
2020-09-23,Product_1,351.35,25,86.71,Toys,8783.75,Wednesday,September
2020-09-24,Product_1,373.8,27,64.57,Toys,10092.6,Thursday,September
2020-09-25,Product_1,375.2,27,31.59,Toys,10130.4,Friday,September
2020-09-26,Product_1,420.16,30,75.75,Books,12604.800000000001,Saturday,September
2020-09-27,Product_1,357.09,26,34.07,Toys,9284.34,Sunday,September
2020-09-28,Product_1,289.13,21,56.68,Electronics,6071.73,Monday,September
2020-09-29,Product_1,335.94,24,81.2,Electronics,8062.5599999999995,Tuesday,September
2020-09-30,Product_1,402.75,29,36.69,Books,11679.75,Wednesday,September
2020-10-01,Product_1,357.8,26,36.01,Food,9302.800000000001,Thursday,October
2020-10-02,Product_1,350.07,25,43.41,Electronics,8751.75,Friday,October
2020-10-03,Product_1,334.09,24,44.99,Food,8018.16,Saturday,October
2020-10-04,Product_1,340.68,24,68.3,Clothing,8176.32,Sunday,October
2020-10-05,Product_1,356.9,26,84.63,Books,9279.4,Monday,October
2020-10-06,Product_1,385.52,28,82.06,Electronics,10794.56,Tuesday,October
2020-10-07,Product_1,421.38,30,20.94,Food,12641.4,Wednesday,October
2020-10-08,Product_1,364.91,26,62.29,Toys,9487.66,Thursday,October
2020-10-09,Product_1,445.42,32,73.58,Food,14253.44,Friday,October
2020-10-10,Product_1,348.42,25,39.82,Electronics,8710.5,Saturday,October
2020-10-11,Product_1,388.7,28,23.23,Electronics,10883.6,Sunday,October
2020-10-12,Product_1,325.31,23,54.84,Electronics,7482.13,Monday,October
2020-10-13,Product_1,332.13,24,64.77,Clothing,7971.12,Tuesday,October
2020-10-14,Product_1,309.06,22,51.16,Toys,6799.32,Wednesday,October
2020-10-15,Product_1,386.36,28,65.99,Electronics,10818.08,Thursday,October
2020-10-16,Product_1,363.58,26,82.6,Electronics,9453.08,Friday,October
2020-10-17,Product_1,400.05,29,69.96,Food,11601.45,Saturday,October
2020-10-18,Product_1,387.52,28,98.38,Books,10850.56,Sunday,October
2020-10-19,Product_1,346.4,25,34.14,Toys,8660.0,Monday,October
2020-10-20,Product_1,364.57,26,89.39,Clothing,9478.82,Tuesday,October
2020-10-21,Product_1,401.87,29,78.22,Books,11654.23,Wednesday,October
2020-10-22,Product_1,379.28,27,44.35,Electronics,10240.56,Thursday,October
2020-10-23,Product_1,393.8,28,90.34,Clothing,11026.4,Friday,October
2020-10-24,Product_1,359.41,26,80.55,Toys,9344.66,Saturday,October
2020-10-25,Product_1,422.64,30,36.04,Electronics,12679.199999999999,Sunday,October
2020-10-26,Product_1,322.25,23,98.83,Clothing,7411.75,Monday,October
2020-10-27,Product_1,342.05,25,24.47,Electronics,8551.25,Tuesday,October
2020-10-28,Product_1,366.49,26,77.9,Electronics,9528.74,Wednesday,October
2020-10-29,Product_1,407.79,29,60.93,Books,11825.91,Thursday,October
2020-10-30,Product_1,370.57,27,71.84,Books,10005.39,Friday,October
2020-10-31,Product_1,381.66,27,63.43,Food,10304.820000000002,Saturday,October
2020-11-01,Product_1,342.83,25,36.46,Books,8570.75,Sunday,November
2020-11-02,Product_1,366.82,26,81.87,Clothing,9537.32,Monday,November
2020-11-03,Product_1,381.27,27,60.2,Toys,10294.289999999999,Tuesday,November
2020-11-04,Product_1,397.24,29,61.68,Electronics,11519.960000000001,Wednesday,November
2020-11-05,Product_1,405.67,29,72.04,Clothing,11764.43,Thursday,November
2020-11-06,Product_1,416.37,30,71.78,Electronics,12491.1,Friday,November
2020-11-07,Product_1,413.67,30,69.07,Food,12410.1,Saturday,November
2020-11-08,Product_1,383.97,28,47.03,Toys,10751.16,Sunday,November
2020-11-09,Product_1,346.31,25,71.86,Clothing,8657.75,Monday,November
2020-11-10,Product_1,368.82,27,53.1,Clothing,9958.14,Tuesday,November
2020-11-11,Product_1,376.92,27,74.29,Food,10176.84,Wednesday,November
2020-11-12,Product_1,424.33,31,45.57,Electronics,13154.23,Thursday,November
2020-11-13,Product_1,400.65,29,74.89,Food,11618.849999999999,Friday,November
2020-11-14,Product_1,381.68,27,94.39,Clothing,10305.36,Saturday,November
2020-11-15,Product_1,401.15,29,77.53,Books,11633.349999999999,Sunday,November
2020-11-16,Product_1,376.33,27,48.84,Books,10160.91,Monday,November
2020-11-17,Product_1,381.33,27,25.05,Clothing,10295.91,Tuesday,November
2020-11-18,Product_1,360.05,26,42.48,Books,9361.300000000001,Wednesday,November
2020-11-19,Product_1,417.81,30,55.98,Toys,12534.3,Thursday,November
2020-11-20,Product_1,448.0,32,47.39,Books,14336.0,Friday,November
2020-11-21,Product_1,381.6,27,26.08,Food,10303.2,Saturday,November
2020-11-22,Product_1,398.62,29,78.56,Books,11559.98,Sunday,November
2020-11-23,Product_1,396.46,29,57.12,Books,11497.34,Monday,November
2020-11-24,Product_1,363.2,26,79.06,Toys,9443.199999999999,Tuesday,November
2020-11-25,Product_1,326.44,23,59.6,Toys,7508.12,Wednesday,November
2020-11-26,Product_1,394.99,28,56.44,Electronics,11059.720000000001,Thursday,November
2020-11-27,Product_1,404.84,29,53.16,Electronics,11740.359999999999,Friday,November
2020-11-28,Product_1,441.51,32,51.64,Electronics,14128.32,Saturday,November
2020-11-29,Product_1,379.29,27,65.73,Books,10240.83,Sunday,November
2020-11-30,Product_1,369.47,27,98.94,Toys,9975.69,Monday,November
2020-12-01,Product_1,404.26,29,79.54,Toys,11723.539999999999,Tuesday,December
2020-12-02,Product_1,387.03,28,51.21,Food,10836.84,Wednesday,December
2020-12-03,Product_1,422.11,30,94.63,Food,12663.300000000001,Thursday,December
2020-12-04,Product_1,420.39,30,26.6,Electronics,12611.699999999999,Friday,December
2020-12-05,Product_1,423.48,31,30.5,Electronics,13127.880000000001,Saturday,December
2020-12-06,Product_1,430.91,31,89.7,Food,13358.210000000001,Sunday,December
2020-12-07,Product_1,400.95,29,69.47,Electronics,11627.55,Monday,December
2020-12-08,Product_1,406.3,29,55.73,Electronics,11782.7,Tuesday,December
2020-12-09,Product_1,378.97,27,68.64,Toys,10232.19,Wednesday,December
2020-12-10,Product_1,392.38,28,28.07,Clothing,10986.64,Thursday,December
2020-12-11,Product_1,418.25,30,27.44,Electronics,12547.5,Friday,December
2020-12-12,Product_1,381.11,27,62.36,Clothing,10289.970000000001,Saturday,December
2020-12-13,Product_1,411.84,30,86.03,Books,12355.199999999999,Sunday,December
2020-12-14,Product_1,403.85,29,67.42,Books,11711.650000000001,Monday,December
2020-12-15,Product_1,406.01,29,46.89,Toys,11774.289999999999,Tuesday,December
2020-12-16,Product_1,407.79,29,28.93,Toys,11825.91,Wednesday,December
2020-12-17,Product_1,425.17,31,92.88,Food,13180.27,Thursday,December
2020-12-18,Product_1,469.85,34,75.42,Food,15974.900000000001,Friday,December
2020-12-19,Product_1,396.77,29,38.14,Toys,11506.33,Saturday,December
2020-12-20,Product_1,402.73,29,64.8,Toys,11679.17,Sunday,December
2020-12-21,Product_1,410.99,30,62.03,Electronics,12329.7,Monday,December
2020-12-22,Product_1,428.22,31,51.37,Electronics,13274.820000000002,Tuesday,December
2020-12-23,Product_1,442.8,32,96.66,Food,14169.6,Wednesday,December
2020-12-24,Product_1,397.36,29,25.37,Electronics,11523.44,Thursday,December
2020-12-25,Product_1,421.47,30,51.3,Books,12644.1,Friday,December
