date,product_id,sales,quantity,price,category,revenue,day_of_week,month
2020-01-12,Product_3,412.18,16,20.11,Books,6594.88,Sunday,January
2020-01-12,Product_4,487.07,28,58.45,Toys,13637.96,Sunday,January
2020-01-13,Product_2,542.5,12,60.44,Books,6510.0,Monday,January
2020-01-13,Product_1,380.03,8,30.17,Toys,3040.24,Monday,January
2020-01-13,Product_3,398.08,16,75.6,Food,6369.28,Monday,January
2020-01-13,Product_4,478.56,28,82.61,Books,13399.68,Monday,January
2020-01-14,Product_2,490.38,10,66.41,Food,4903.8,Tuesday,January
2020-01-14,Product_4,524.51,31,64.71,Food,16259.81,Tuesday,January
2020-01-14,Product_3,430.4,17,21.46,Electronics,7316.799999999999,Tuesday,January
2020-01-14,Product_1,436.9,9,96.97,Clothing,3932.1,Tuesday,January
2020-01-15,Product_1,470.65,10,47.21,Electronics,4706.5,Wednesday,January
2020-01-15,Product_4,508.99,30,81.42,Books,15269.7,Wednesday,January
2020-01-15,Product_2,545.68,12,71.11,Clothing,6548.16,Wednesday,January
2020-01-15,Product_3,417.14,16,25.96,Toys,6674.24,Wednesday,January
2020-01-15,Product_5,184.94,4,57.37,Food,739.76,Wednesday,January
2020-01-16,Product_2,494.85,11,47.16,Books,5443.35,Thursday,January
2020-01-16,Product_1,478.93,10,96.17,Books,4789.3,Thursday,January
2020-01-16,Product_4,527.4,31,69.21,Clothing,16349.4,Thursday,January
2020-01-16,Product_3,474.91,19,39.45,Electronics,9023.29,Thursday,January
2020-01-17,Product_1,497.18,10,66.4,Electronics,4971.8,Friday,January
2020-01-17,Product_3,482.87,19,60.79,Toys,9174.53,Friday,January
2020-01-17,Product_2,546.51,12,72.6,Clothing,6558.12,Friday,January
2020-01-17,Product_4,521.08,30,37.79,Books,15632.4,Friday,January
2020-01-18,Product_3,432.35,17,56.34,Food,7349.950000000001,Saturday,January
2020-01-18,Product_1,458.6,10,93.51,Books,4586.0,Saturday,January
2020-01-18,Product_4,515.39,30,55.79,Toys,15461.7,Saturday,January
2020-01-18,Product_2,569.32,12,30.97,Electronics,6831.84,Saturday,January
2020-01-19,Product_2,537.47,12,62.46,Food,6449.64,Sunday,January
2020-01-19,Product_1,421.87,9,49.82,Clothing,3796.83,Sunday,January
2020-01-19,Product_3,378.05,15,31.31,Toys,5670.75,Sunday,January
2020-01-19,Product_4,465.68,27,26.59,Clothing,12573.36,Sunday,January
2020-01-20,Product_1,402.91,8,47.15,Food,3223.28,Monday,January
2020-01-20,Product_2,535.38,11,25.9,Toys,5889.18,Monday,January
2020-01-20,Product_3,506.88,20,75.54,Toys,10137.6,Monday,January
2020-01-20,Product_4,437.0,25,95.81,Clothing,10925.0,Monday,January
2020-01-21,Product_1,456.51,10,40.06,Clothing,4565.1,Tuesday,January
2020-01-21,Product_3,430.84,17,86.46,Electronics,7324.28,Tuesday,January
2020-01-21,Product_4,477.95,28,32.32,Electronics,13382.6,Tuesday,January
2020-01-21,Product_2,499.91,11,56.69,Electronics,5499.01,Tuesday,January
2020-01-22,Product_2,527.43,11,84.37,Clothing,5801.73,Wednesday,January
2020-01-22,Product_3,440.3,17,95.91,Clothing,7485.1,Wednesday,January
2020-01-22,Product_1,430.53,9,82.51,Books,3874.77,Wednesday,January
2020-01-22,Product_4,460.05,27,71.74,Clothing,12421.35,Wednesday,January
2020-01-23,Product_1,442.31,9,76.24,Clothing,3980.79,Thursday,January
2020-01-23,Product_2,526.26,11,43.37,Clothing,5788.86,Thursday,January
2020-01-23,Product_4,473.57,28,32.39,Food,13259.96,Thursday,January
2020-01-23,Product_3,436.76,17,92.66,Books,7424.92,Thursday,January
2020-01-24,Product_2,471.78,10,98.51,Toys,4717.799999999999,Friday,January
2020-01-24,Product_4,465.73,27,38.83,Clothing,12574.71,Friday,January
2020-01-24,Product_1,509.2,11,52.12,Food,5601.2,Friday,January
2020-01-24,Product_3,495.04,20,80.27,Toys,9900.8,Friday,January
2020-01-24,Product_5,190.6,4,99.14,Food,762.4,Friday,January
2020-01-25,Product_1,491.93,10,28.78,Electronics,4919.3,Saturday,January
2020-01-25,Product_4,446.67,26,91.97,Clothing,11613.42,Saturday,January
2020-01-25,Product_3,424.06,17,81.95,Books,7209.02,Saturday,January
2020-01-25,Product_5,191.23,4,98.44,Food,764.92,Saturday,January
2020-01-25,Product_2,550.24,12,66.22,Electronics,6602.88,Saturday,January
2020-01-26,Product_4,500.38,29,90.34,Clothing,14511.02,Sunday,January
2020-01-26,Product_2,514.35,11,85.47,Food,5657.85,Sunday,January
2020-01-26,Product_3,445.88,18,37.13,Toys,8025.84,Sunday,January
2020-01-26,Product_1,428.48,9,77.34,Clothing,3856.32,Sunday,January
2020-01-27,Product_2,470.1,10,96.46,Books,4701.0,Monday,January
2020-01-27,Product_4,462.88,27,25.52,Books,12497.76,Monday,January
2020-01-27,Product_3,430.45,17,38.9,Clothing,7317.65,Monday,January
2020-01-27,Product_1,421.73,9,88.65,Books,3795.57,Monday,January
2020-01-27,Product_5,246.66,5,23.57,Toys,1233.3,Monday,January
2020-01-28,Product_4,450.01,26,83.85,Electronics,11700.26,Tuesday,January
2020-01-28,Product_3,403.98,16,98.26,Electronics,6463.68,Tuesday,January
2020-01-28,Product_2,507.86,11,92.55,Food,5586.46,Tuesday,January
2020-01-28,Product_5,177.11,3,61.47,Food,531.33,Tuesday,January
2020-01-28,Product_1,459.19,10,42.29,Electronics,4591.9,Tuesday,January
2020-01-29,Product_1,410.59,9,84.14,Food,3695.31,Wednesday,January
2020-01-29,Product_4,482.99,28,26.78,Toys,13523.72,Wednesday,January
2020-01-29,Product_3,412.86,16,79.25,Electronics,6605.76,Wednesday,January
2020-01-29,Product_2,501.04,11,92.56,Clothing,5511.4400000000005,Wednesday,January
2020-01-30,Product_2,584.48,13,50.23,Books,7598.24,Thursday,January
2020-01-30,Product_4,519.75,30,53.51,Clothing,15592.5,Thursday,January
2020-01-30,Product_3,409.12,16,39.31,Electronics,6545.92,Thursday,January
2020-01-30,Product_1,504.67,11,91.55,Food,5551.37,Thursday,January
2020-01-31,Product_3,561.42,22,62.03,Electronics,12351.24,Friday,January
2020-01-31,Product_1,526.75,11,55.72,Toys,5794.25,Friday,January
2020-01-31,Product_2,493.51,11,95.91,Food,5428.61,Friday,January
2020-01-31,Product_4,534.49,31,92.96,Food,16569.19,Friday,January
2020-02-01,Product_4,453.72,26,90.15,Food,11796.72,Saturday,February
2020-02-01,Product_5,183.8,4,89.34,Books,735.2,Saturday,February
2020-02-01,Product_3,402.54,16,24.11,Toys,6440.64,Saturday,February
2020-02-01,Product_1,451.51,9,99.21,Food,4063.59,Saturday,February
2020-02-01,Product_2,544.99,12,65.47,Food,6539.88,Saturday,February
2020-02-02,Product_5,180.28,3,48.29,Clothing,540.84,Sunday,February
2020-02-02,Product_3,410.17,16,80.11,Electronics,6562.72,Sunday,February
2020-02-02,Product_2,492.6,11,71.32,Toys,5418.6,Sunday,February
2020-02-02,Product_4,569.5,33,93.78,Books,18793.5,Sunday,February
2020-02-02,Product_1,452.49,9,70.67,Clothing,4072.41,Sunday,February
2020-02-03,Product_2,466.32,10,82.13,Toys,4663.2,Monday,February
2020-02-03,Product_4,432.74,25,24.92,Food,10818.5,Monday,February
2020-02-03,Product_1,417.9,9,25.8,Electronics,3761.1,Monday,February
2020-02-03,Product_3,440.2,17,92.79,Clothing,7483.4,Monday,February
2020-02-04,Product_3,455.12,18,75.89,Food,8192.16,Tuesday,February
2020-02-04,Product_2,516.62,11,54.56,Books,5682.82,Tuesday,February
2020-02-04,Product_4,542.84,32,41.91,Clothing,17370.88,Tuesday,February
2020-02-04,Product_1,436.59,9,57.87,Food,3929.31,Tuesday,February
2020-02-05,Product_2,549.32,12,20.03,Electronics,6591.84,Wednesday,February
2020-02-05,Product_3,455.22,18,23.44,Toys,8193.960000000001,Wednesday,February
2020-02-05,Product_4,475.59,28,44.61,Toys,13316.52,Wednesday,February
2020-02-05,Product_1,419.38,9,63.86,Books,3774.42,Wednesday,February
2020-02-06,Product_1,514.98,11,98.17,Clothing,5664.780000000001,Thursday,February
2020-02-06,Product_3,453.77,18,87.4,Clothing,8167.86,Thursday,February
2020-02-06,Product_2,501.33,11,74.67,Books,5514.63,Thursday,February
2020-02-06,Product_4,506.27,30,78.0,Toys,15188.1,Thursday,February
2020-02-06,Product_5,235.69,5,37.87,Food,1178.45,Thursday,February
2020-02-07,Product_3,436.36,17,93.79,Books,7418.12,Friday,February
2020-02-07,Product_4,535.71,31,66.86,Toys,16607.010000000002,Friday,February
2020-02-07,Product_2,559.29,12,78.53,Books,6711.48,Friday,February
2020-02-07,Product_1,456.0,10,73.21,Food,4560.0,Friday,February
2020-02-08,Product_4,524.13,31,64.05,Toys,16248.03,Saturday,February
2020-02-08,Product_3,505.6,20,94.8,Toys,10112.0,Saturday,February
2020-02-08,Product_1,477.24,10,52.3,Clothing,4772.4,Saturday,February
2020-02-08,Product_2,578.93,12,46.63,Clothing,6947.16,Saturday,February
2020-02-09,Product_2,510.84,11,81.41,Clothing,5619.24,Sunday,February
2020-02-09,Product_3,479.43,19,80.69,Books,9109.17,Sunday,February
2020-02-09,Product_1,375.56,8,31.5,Books,3004.48,Sunday,February
2020-02-09,Product_4,489.84,29,49.78,Clothing,14205.36,Sunday,February
2020-02-09,Product_5,311.08,6,77.32,Clothing,1866.48,Sunday,February
2020-02-10,Product_1,440.85,9,93.16,Food,3967.65,Monday,February
2020-02-10,Product_3,466.13,18,96.56,Food,8390.34,Monday,February
2020-02-10,Product_4,481.96,28,81.44,Food,13494.88,Monday,February
2020-02-10,Product_2,582.89,13,47.8,Books,7577.57,Monday,February
2020-02-11,Product_4,497.89,29,23.46,Clothing,14438.81,Tuesday,February
2020-02-11,Product_1,461.89,10,76.27,Clothing,4618.9,Tuesday,February
2020-02-11,Product_2,534.21,11,82.26,Food,5876.31,Tuesday,February
2020-02-11,Product_3,460.97,18,45.48,Toys,8297.460000000001,Tuesday,February
2020-02-12,Product_4,495.55,29,78.87,Books,14370.95,Wednesday,February
2020-02-12,Product_1,447.65,9,37.13,Clothing,4028.85,Wednesday,February
2020-02-12,Product_5,196.46,4,29.71,Food,785.84,Wednesday,February
2020-02-12,Product_2,620.94,13,23.98,Books,8072.220000000001,Wednesday,February
2020-02-12,Product_3,451.74,18,57.71,Books,8131.32,Wednesday,February
2020-02-13,Product_1,478.29,10,93.93,Clothing,4782.900000000001,Thursday,February
2020-02-13,Product_2,573.85,12,69.71,Clothing,6886.200000000001,Thursday,February
2020-02-13,Product_3,446.92,18,23.18,Food,8044.56,Thursday,February
2020-02-13,Product_4,506.97,30,74.78,Electronics,15209.1,Thursday,February
2020-02-13,Product_5,193.11,4,34.85,Clothing,772.44,Thursday,February
2020-02-14,Product_2,575.16,12,20.01,Books,6901.92,Friday,February
2020-02-14,Product_4,568.52,33,80.47,Electronics,18761.16,Friday,February
2020-02-14,Product_1,405.17,8,99.07,Books,3241.36,Friday,February
2020-02-14,Product_3,475.18,19,69.48,Food,9028.42,Friday,February
2020-02-15,Product_4,567.72,33,55.87,Toys,18734.76,Saturday,February
2020-02-15,Product_1,456.29,10,67.79,Electronics,4562.900000000001,Saturday,February
2020-02-15,Product_2,564.51,12,24.22,Electronics,6774.12,Saturday,February
2020-02-15,Product_3,427.51,17,40.91,Books,7267.67,Saturday,February
2020-02-16,Product_3,457.27,18,75.53,Electronics,8230.86,Sunday,February
2020-02-16,Product_2,535.08,11,97.75,Clothing,5885.88,Sunday,February
2020-02-16,Product_4,488.99,29,21.07,Books,14180.71,Sunday,February
2020-02-16,Product_1,445.91,9,56.06,Books,4013.19,Sunday,February
2020-02-17,Product_3,437.86,17,70.55,Toys,7443.62,Monday,February
2020-02-17,Product_2,504.49,11,72.61,Food,5549.39,Monday,February
2020-02-17,Product_4,493.54,29,82.01,Books,14312.66,Monday,February
2020-02-17,Product_1,436.31,9,59.97,Food,3926.79,Monday,February
2020-02-18,Product_1,433.31,9,30.51,Books,3899.79,Tuesday,February
2020-02-18,Product_4,537.44,31,46.41,Books,16660.640000000003,Tuesday,February
2020-02-18,Product_3,393.25,16,69.89,Toys,6292.0,Tuesday,February
2020-02-18,Product_2,553.2,12,57.99,Food,6638.400000000001,Tuesday,February
2020-02-19,Product_3,429.48,17,32.0,Food,7301.16,Wednesday,February
2020-02-19,Product_2,547.62,12,87.44,Toys,6571.4400000000005,Wednesday,February
2020-02-19,Product_4,490.1,29,76.76,Books,14212.9,Wednesday,February
2020-02-19,Product_1,457.51,10,73.04,Electronics,4575.1,Wednesday,February
2020-02-20,Product_3,447.21,18,75.27,Books,8049.78,Thursday,February
2020-02-20,Product_2,575.5,12,29.74,Toys,6906.0,Thursday,February
2020-02-20,Product_1,494.01,10,92.84,Clothing,4940.1,Thursday,February
2020-02-20,Product_4,541.39,32,59.88,Clothing,17324.48,Thursday,February
2020-02-21,Product_4,498.94,29,35.04,Toys,14469.26,Friday,February
2020-02-21,Product_3,481.53,19,24.12,Food,9149.07,Friday,February
2020-02-21,Product_5,215.24,4,38.13,Books,860.96,Friday,February
2020-02-21,Product_2,567.0,12,82.68,Books,6804.0,Friday,February
2020-02-21,Product_1,480.37,10,56.04,Toys,4803.7,Friday,February
2020-02-22,Product_1,454.73,10,89.57,Toys,4547.3,Saturday,February
2020-02-22,Product_4,491.68,29,60.4,Electronics,14258.72,Saturday,February
2020-02-22,Product_2,537.12,12,30.55,Clothing,6445.4400000000005,Saturday,February
2020-02-22,Product_3,517.61,21,27.96,Books,10869.81,Saturday,February
2020-02-23,Product_4,487.4,28,98.63,Toys,13647.2,Sunday,February
2020-02-23,Product_1,450.88,9,67.97,Books,4057.92,Sunday,February
2020-02-23,Product_2,574.77,12,32.79,Toys,6897.24,Sunday,February
2020-02-23,Product_3,439.16,17,22.45,Books,7465.72,Sunday,February
2020-02-23,Product_5,189.43,4,98.46,Electronics,757.72,Sunday,February
2020-02-24,Product_3,421.14,17,38.42,Clothing,7159.38,Monday,February
2020-02-24,Product_1,437.19,9,59.51,Clothing,3934.71,Monday,February
2020-02-24,Product_4,469.47,27,42.73,Books,12675.69,Monday,February
2020-02-24,Product_2,555.87,12,79.03,Electronics,6670.4400000000005,Monday,February
2020-02-25,Product_1,445.55,9,98.05,Clothing,4009.95,Tuesday,February
2020-02-25,Product_2,497.61,11,98.34,Toys,5473.71,Tuesday,February
2020-02-25,Product_3,442.45,18,30.87,Clothing,7964.099999999999,Tuesday,February
2020-02-25,Product_4,445.95,26,93.24,Toys,11594.7,Tuesday,February
2020-02-26,Product_2,549.33,12,39.4,Food,6591.960000000001,Wednesday,February
2020-02-26,Product_3,446.6,18,38.56,Clothing,8038.8,Wednesday,February
2020-02-26,Product_4,540.04,32,42.1,Food,17281.28,Wednesday,February
2020-02-26,Product_1,455.74,10,81.08,Electronics,4557.4,Wednesday,February
2020-02-27,Product_3,473.03,19,56.9,Electronics,8987.57,Thursday,February
2020-02-27,Product_2,515.34,11,88.56,Food,5668.740000000001,Thursday,February
2020-02-27,Product_4,578.62,34,86.08,Electronics,19673.08,Thursday,February
2020-02-27,Product_1,520.75,11,48.05,Clothing,5728.25,Thursday,February
2020-02-27,Product_5,232.01,5,78.62,Toys,1160.05,Thursday,February
2020-02-28,Product_3,507.0,20,56.71,Electronics,10140.0,Friday,February
2020-02-28,Product_1,510.94,11,75.92,Food,5620.34,Friday,February
2020-02-28,Product_2,579.17,12,84.05,Clothing,6950.039999999999,Friday,February
2020-02-28,Product_4,570.18,33,99.98,Toys,18815.94,Friday,February
2020-02-29,Product_2,567.27,12,99.72,Books,6807.24,Saturday,February
2020-02-29,Product_4,571.82,33,90.04,Toys,18870.06,Saturday,February
2020-02-29,Product_1,509.97,11,25.66,Food,5609.67,Saturday,February
2020-02-29,Product_5,176.05,3,82.61,Food,528.1500000000001,Saturday,February
2020-02-29,Product_3,441.13,17,60.1,Books,7499.21,Saturday,February
2020-03-01,Product_4,511.66,30,43.52,Books,15349.8,Sunday,March
2020-03-01,Product_2,548.78,12,63.31,Electronics,6585.36,Sunday,March
2020-03-01,Product_1,517.24,11,54.09,Electronics,5689.64,Sunday,March
2020-03-01,Product_3,517.77,21,25.88,Books,10873.17,Sunday,March
2020-03-02,Product_3,365.88,14,54.87,Food,5122.32,Monday,March
2020-03-02,Product_1,455.74,10,71.19,Electronics,4557.4,Monday,March
2020-03-02,Product_4,486.57,28,57.97,Clothing,13623.96,Monday,March
2020-03-02,Product_2,547.14,12,60.61,Toys,6565.68,Monday,March
2020-03-03,Product_3,465.04,18,37.16,Toys,8370.720000000001,Tuesday,March
2020-03-03,Product_1,472.57,10,40.82,Electronics,4725.7,Tuesday,March
2020-03-03,Product_2,551.04,12,70.75,Food,6612.48,Tuesday,March
2020-03-03,Product_5,174.42,3,53.73,Books,523.26,Tuesday,March
2020-03-03,Product_4,489.84,29,82.28,Clothing,14205.36,Tuesday,March
2020-03-04,Product_2,545.07,12,57.77,Food,6540.84,Wednesday,March
2020-03-04,Product_1,439.2,9,50.75,Clothing,3952.8,Wednesday,March
2020-03-04,Product_5,208.84,4,49.25,Toys,835.36,Wednesday,March
2020-03-04,Product_3,451.57,18,32.14,Food,8128.26,Wednesday,March
2020-03-04,Product_4,505.49,30,32.43,Toys,15164.7,Wednesday,March
2020-03-05,Product_1,522.46,11,40.63,Food,5747.06,Thursday,March
2020-03-05,Product_5,205.27,4,79.69,Toys,821.08,Thursday,March
2020-03-05,Product_4,517.54,30,31.01,Clothing,15526.2,Thursday,March
2020-03-05,Product_3,449.53,18,45.05,Clothing,8091.539999999999,Thursday,March
2020-03-05,Product_2,530.19,11,40.78,Electronics,5832.09,Thursday,March
2020-03-06,Product_3,506.01,20,92.12,Food,10120.2,Friday,March
2020-03-06,Product_1,477.07,10,60.38,Books,4770.7,Friday,March
2020-03-06,Product_2,583.23,13,76.81,Books,7581.99,Friday,March
2020-03-06,Product_4,580.22,34,47.25,Clothing,19727.48,Friday,March
2020-03-07,Product_4,477.42,28,85.72,Toys,13367.76,Saturday,March
2020-03-07,Product_2,555.84,12,45.38,Food,6670.08,Saturday,March
2020-03-07,Product_3,484.4,19,85.2,Books,9203.6,Saturday,March
2020-03-07,Product_5,203.65,4,96.94,Clothing,814.6,Saturday,March
2020-03-07,Product_1,515.2,11,40.43,Books,5667.200000000001,Saturday,March
2020-03-08,Product_4,492.47,29,23.08,Clothing,14281.63,Sunday,March
2020-03-08,Product_2,620.66,13,50.06,Clothing,8068.58,Sunday,March
2020-03-08,Product_3,458.55,18,53.01,Electronics,8253.9,Sunday,March
2020-03-08,Product_1,484.16,10,66.85,Books,4841.6,Sunday,March
2020-03-09,Product_2,575.58,12,58.02,Clothing,6906.960000000001,Monday,March
2020-03-09,Product_1,468.6,10,70.9,Electronics,4686.0,Monday,March
2020-03-09,Product_3,509.13,20,74.68,Food,10182.6,Monday,March
2020-03-09,Product_4,529.76,31,51.75,Books,16422.56,Monday,March
2020-03-10,Product_2,548.09,12,72.37,Books,6577.08,Tuesday,March
2020-03-10,Product_3,465.02,18,52.09,Toys,8370.36,Tuesday,March
2020-03-10,Product_4,530.38,31,20.31,Clothing,16441.78,Tuesday,March
2020-03-10,Product_1,478.77,10,72.41,Electronics,4787.7,Tuesday,March
2020-03-11,Product_2,584.63,13,99.52,Toys,7600.19,Wednesday,March
2020-03-11,Product_3,477.47,19,36.52,Toys,9071.93,Wednesday,March
2020-03-11,Product_4,483.89,28,72.43,Clothing,13548.92,Wednesday,March
2020-03-11,Product_1,490.86,10,38.74,Books,4908.6,Wednesday,March
2020-03-12,Product_2,574.75,12,47.63,Clothing,6897.0,Thursday,March
2020-03-12,Product_4,620.63,36,59.54,Food,22342.68,Thursday,March
2020-03-12,Product_3,455.71,18,40.3,Food,8202.779999999999,Thursday,March
2020-03-12,Product_1,447.03,9,39.45,Toys,4023.27,Thursday,March
2020-03-13,Product_1,507.01,11,52.96,Clothing,5577.11,Friday,March
2020-03-13,Product_2,594.68,13,83.54,Electronics,7730.839999999999,Friday,March
2020-03-13,Product_3,470.72,19,62.73,Toys,8943.68,Friday,March
2020-03-13,Product_4,538.58,32,25.49,Toys,17234.56,Friday,March
2020-03-14,Product_4,551.48,32,48.2,Toys,17647.36,Saturday,March
2020-03-14,Product_5,207.28,4,49.69,Books,829.12,Saturday,March
2020-03-14,Product_1,471.72,10,33.66,Toys,4717.200000000001,Saturday,March
2020-03-14,Product_2,526.21,11,65.26,Electronics,5788.31,Saturday,March
2020-03-14,Product_3,508.63,20,51.02,Clothing,10172.6,Saturday,March
2020-03-15,Product_3,424.28,17,61.37,Books,7212.759999999999,Sunday,March
2020-03-15,Product_2,579.22,12,24.9,Clothing,6950.64,Sunday,March
2020-03-15,Product_4,564.47,33,42.73,Toys,18627.51,Sunday,March
2020-03-15,Product_1,425.02,9,72.01,Food,3825.18,Sunday,March
2020-03-16,Product_2,540.06,12,45.32,Books,6480.719999999999,Monday,March
2020-03-16,Product_4,511.78,30,80.61,Books,15353.4,Monday,March
2020-03-16,Product_3,441.59,17,81.41,Electronics,7507.03,Monday,March
2020-03-16,Product_5,186.62,4,45.4,Toys,746.48,Monday,March
2020-03-16,Product_1,512.18,11,96.35,Books,5633.98,Monday,March
2020-03-17,Product_1,511.33,11,28.26,Books,5624.63,Tuesday,March
2020-03-17,Product_3,448.69,18,46.24,Food,8076.42,Tuesday,March
2020-03-17,Product_4,520.81,30,93.08,Books,15624.3,Tuesday,March
2020-03-17,Product_2,501.34,11,89.93,Electronics,5514.74,Tuesday,March
2020-03-18,Product_5,212.47,4,86.01,Books,849.88,Wednesday,March
2020-03-18,Product_3,486.0,19,95.46,Electronics,9234.0,Wednesday,March
2020-03-18,Product_4,558.87,33,64.37,Electronics,18442.71,Wednesday,March
2020-03-18,Product_1,498.32,11,74.53,Clothing,5481.52,Wednesday,March
2020-03-18,Product_2,525.87,11,21.13,Clothing,5784.57,Wednesday,March
2020-03-19,Product_4,572.25,34,90.3,Clothing,19456.5,Thursday,March
2020-03-19,Product_1,485.95,10,53.71,Clothing,4859.5,Thursday,March
2020-03-19,Product_2,531.42,11,70.68,Books,5845.62,Thursday,March
2020-03-19,Product_3,491.13,19,60.18,Food,9331.47,Thursday,March
2020-03-20,Product_4,505.32,30,68.22,Toys,15159.6,Friday,March
2020-03-20,Product_2,585.75,13,98.11,Books,7614.75,Friday,March
2020-03-20,Product_1,533.35,11,34.21,Clothing,5866.85,Friday,March
2020-03-20,Product_3,500.0,20,79.31,Clothing,10000.0,Friday,March
2020-03-20,Product_5,242.24,5,73.21,Books,1211.2,Friday,March
2020-03-21,Product_4,521.18,30,95.15,Clothing,15635.399999999998,Saturday,March
2020-03-21,Product_3,488.13,19,31.66,Electronics,9274.47,Saturday,March
2020-03-21,Product_2,607.94,13,29.02,Food,7903.220000000001,Saturday,March
2020-03-21,Product_1,519.79,11,36.34,Electronics,5717.69,Saturday,March
2020-03-22,Product_3,469.95,19,72.84,Books,8929.05,Sunday,March
2020-03-22,Product_2,565.18,12,54.29,Books,6782.16,Sunday,March
2020-03-22,Product_1,501.21,11,88.95,Toys,5513.31,Sunday,March
2020-03-22,Product_4,541.99,32,94.35,Food,17343.68,Sunday,March
2020-03-23,Product_3,433.75,17,99.28,Electronics,7373.75,Monday,March
2020-03-23,Product_2,528.3,11,69.95,Electronics,5811.299999999999,Monday,March
2020-03-23,Product_4,528.9,31,49.69,Food,16395.899999999998,Monday,March
2020-03-23,Product_1,484.84,10,34.71,Food,4848.4,Monday,March
2020-03-24,Product_1,479.64,10,25.68,Toys,4796.4,Tuesday,March
2020-03-24,Product_4,527.23,31,70.24,Clothing,16344.13,Tuesday,March
2020-03-24,Product_2,558.01,12,67.75,Toys,6696.12,Tuesday,March
2020-03-24,Product_3,397.98,16,20.44,Toys,6367.68,Tuesday,March
2020-03-25,Product_3,456.77,18,87.31,Food,8221.86,Wednesday,March
2020-03-25,Product_4,518.44,30,69.11,Clothing,15553.2,Wednesday,March
2020-03-25,Product_1,473.49,10,68.65,Electronics,4734.9,Wednesday,March
